CATEGORY,ARTICLE,DESCRIPTION,PREDICTED_DATE,PREDICTED_SALES,LAST_ACTUAL_SALES,GROWTH,MAE,RMSE
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-01-01,68.3,20.0,48.3,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-02-01,144.2,20.0,124.19999999999999,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-03-01,102.7,20.0,82.7,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-04-01,60.64,20.0,40.64,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-05-01,112.76,20.0,92.76,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-06-01,51.3,20.0,31.299999999999997,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-07-01,116.09,20.0,96.09,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-08-01,43.57,20.0,23.57,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-09-01,74.78,20.0,54.78,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-10-01,14.71,20.0,-5.289999999999999,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-11-01,19.33,20.0,-0.6700000000000017,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 3"" X 12'/14' KD",2024-12-01,86.45,20.0,66.45,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-01-01,68.3,20.0,48.3,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-02-01,144.2,20.0,124.19999999999999,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-03-01,102.7,20.0,82.7,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-04-01,60.64,20.0,40.64,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-05-01,112.76,20.0,92.76,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-06-01,51.3,20.0,31.299999999999997,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-07-01,116.09,20.0,96.09,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-08-01,43.57,20.0,23.57,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-09-01,74.78,20.0,54.78,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-10-01,14.71,20.0,-5.289999999999999,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-11-01,19.33,20.0,-0.6700000000000017,41.259166666666665,73.39305513239428
BUILDINGS,LUMBER,"LUMBER 2"" X 4"" X 14' KD",2024-12-01,86.45,20.0,66.45,41.259166666666665,73.39305513239428
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-01-01,50.92,0.0,50.92,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-02-01,77.83,0.0,77.83,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-03-01,65.97,0.0,65.97,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-04-01,44.98,0.0,44.98,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-05-01,96.5,0.0,96.5,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-06-01,67.52,0.0,67.52,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-07-01,111.65,0.0,111.65,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-08-01,53.0,0.0,53.0,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-09-01,47.59,0.0,47.59,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-10-01,39.88,0.0,39.88,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-11-01,53.78,0.0,53.78,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 1/4""",2024-12-01,56.07,0.0,56.07,50.155,55.64615695026327
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-01-01,8.18,2.0,6.18,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-02-01,19.27,2.0,17.27,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-03-01,7.1,2.0,5.1,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-04-01,9.61,2.0,7.609999999999999,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-05-01,6.77,2.0,4.77,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-06-01,5.94,2.0,3.9400000000000004,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-07-01,7.99,2.0,5.99,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-08-01,9.9,2.0,7.9,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-09-01,13.62,2.0,11.62,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-10-01,9.0,2.0,7.0,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-11-01,14.52,2.0,12.52,9.795,11.197087418907948
BUILDINGS,PLYWOOD,"PLYWOOD 3/4""",2024-12-01,4.45,2.0,2.45,9.795,11.197087418907948
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-01-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-02-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-03-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-04-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-05-01,1.29,0.0,1.29,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-06-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-07-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-08-01,1.17,0.0,1.17,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-09-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-10-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-11-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
BUILDINGS,SCREEN MATTING,SCREEN MATTING,2024-12-01,0.0,0.0,0.0,1.5833333333333333,4.9413223601245315
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-01-01,1.19,2.0,-0.81,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-02-01,1.34,2.0,-0.6599999999999999,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-03-01,1.94,2.0,-0.06000000000000005,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-04-01,1.22,2.0,-0.78,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-05-01,0.62,2.0,-1.38,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-06-01,1.26,2.0,-0.74,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-07-01,1.88,2.0,-0.1200000000000001,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-08-01,1.84,2.0,-0.15999999999999992,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-09-01,1.84,2.0,-0.15999999999999992,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-10-01,1.38,2.0,-0.6200000000000001,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-11-01,0.6,2.0,-1.4,2.3658333333333332,3.459435165842347
CUSTODIAL,BROOM ,BROOM (WALIS TAMBO),2024-12-01,0.2,2.0,-1.8,2.3658333333333332,3.459435165842347
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-01-01,2.47,3.0,-0.5299999999999998,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-02-01,3.126666666666667,3.0,0.12666666666666693,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-03-01,0.98,3.0,-2.02,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-04-01,1.39,3.0,-1.61,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-05-01,0.89,3.0,-2.11,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-06-01,0.96,3.0,-2.04,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-07-01,1.68,3.0,-1.32,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-08-01,1.06,3.0,-1.94,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-09-01,0.77,3.0,-2.23,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-10-01,0.37,3.0,-2.63,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-11-01,0.46,3.0,-2.54,1.611736111111111,1.8468791400279472
CUSTODIAL,DISENFECTANT SPRAY,DISENFECTANT SPRAY Citrus Scent (340g),2024-12-01,0.79,3.0,-2.21,1.611736111111111,1.8468791400279472
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-01-01,2.2,2.0,0.20000000000000018,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-02-01,2.1,2.0,0.10000000000000009,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-03-01,2.74,2.0,0.7400000000000002,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-04-01,2.19,2.0,0.18999999999999995,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-05-01,1.42,2.0,-0.5800000000000001,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-06-01,1.49,2.0,-0.51,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-07-01,0.44,2.0,-1.56,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-08-01,2.66,2.0,0.6600000000000001,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-09-01,0.6,2.0,-1.4,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-10-01,0.39,2.0,-1.6099999999999999,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-11-01,0.39,2.0,-1.6099999999999999,1.3333333333333333,1.7086203011006669
CUSTODIAL,DUTCH CLEANSER,DUTCH CLEANSER,2024-12-01,0.36,2.0,-1.6400000000000001,1.3333333333333333,1.7086203011006669
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-01-01,10.05,0.0,10.05,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-02-01,6.47,0.0,6.47,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-03-01,23.01,0.0,23.01,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-04-01,28.38,0.0,28.38,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-05-01,12.08,0.0,12.08,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-06-01,45.05,0.0,45.05,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-07-01,7.79,0.0,7.79,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-08-01,10.79,0.0,10.79,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-09-01,43.1,0.0,43.1,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-10-01,10.55,0.0,10.55,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-11-01,36.01,0.0,36.01,17.70416666666667,24.764223354131932
ELECTRICAL,CONVINIENCE OUTLET,2 GANG W/ GROUNDING PLATE PANASONIC DUPLEX,2024-12-01,36.15,0.0,36.15,17.70416666666667,24.764223354131932
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-01-01,21.78,0.0,21.78,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-02-01,10.21,0.0,10.21,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-03-01,13.43,0.0,13.43,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-04-01,19.11,0.0,19.11,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-05-01,19.34,0.0,19.34,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-06-01,18.26,0.0,18.26,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-07-01,22.69,0.0,22.69,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-08-01,21.22,0.0,21.22,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-09-01,21.7,0.0,21.7,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-10-01,23.48,0.0,23.48,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-11-01,21.77,0.0,21.77,20.430833333333336,21.79284343540328
ELECTRICAL,FLOURESCENT TUBE,FLOURESCENT TUBE 40W,2024-12-01,26.34,0.0,26.34,20.430833333333336,21.79284343540328
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-01-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-02-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-03-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-04-01,0.14666666666666667,0.0,0.14666666666666667,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-05-01,6.5216666666666665,0.0,6.5216666666666665,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-06-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-07-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-08-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-09-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-10-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-11-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,HIGH SODIUM LAMP,HIGH SODIUM LAMP  250W,2024-12-01,0.0,0.0,0.0,1.389027777777778,3.446660790076658
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-01-01,22.08,0.0,22.08,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-02-01,7.37,0.0,7.37,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-03-01,1.88,0.0,1.88,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-04-01,3.11,0.0,3.11,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-05-01,5.46,0.0,5.46,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-06-01,16.4,0.0,16.4,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-07-01,4.23,0.0,4.23,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-08-01,5.67,0.0,5.67,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-09-01,6.11,0.0,6.11,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-10-01,4.67,0.0,4.67,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-11-01,6.96,0.0,6.96,8.348333333333334,10.917403537471717
ELECTRICAL,PVC PIPE ,"PVC PIPE 1""",2024-12-01,6.63,0.0,6.63,8.348333333333334,10.917403537471717
ELECTRICAL,TOX,PLASTIC TOX #8,2024-01-01,13.75,100.0,-86.25,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-02-01,28.7,100.0,-71.3,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-03-01,93.85,100.0,-6.150000000000006,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-04-01,55.35,100.0,-44.65,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-05-01,13.6,100.0,-86.4,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-06-01,11.1,100.0,-88.9,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-07-01,12.95,100.0,-87.05,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-08-01,15.7,100.0,-84.3,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-09-01,54.9,100.0,-45.1,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-10-01,42.4,100.0,-57.6,34.49999999999999,47.57570283243328
ELECTRICAL,TOX,PLASTIC TOX #8,2024-11-01,14.0,100.0,-86.0,34.49999999999999,47.57570283243328
